record_id,student_id,student_name,roll_number,date,status,confidence,class_name,subject_name,detection_method,camera_id,frame_count,processing_time_ms,created_at
rec-000724,student-024,Student 24,2024-CS-024,2026-04-13,present,85.5,Class C,English,face-api,cam-classroom-01,23,66.9,2026-04-13T09:10:00Z
rec-000725,student-025,Student 25,2024-CS-025,2026-04-13,present,87.84,Class C,Computer Science,manual,,15,0,2026-04-13T09:42:00Z
rec-000726,student-026,Student 26,2024-CS-026,2026-04-13,present,98.49,Class C,Computer Science,yolo-arcface,cam-classroom-02,13,119.6,2026-04-13T09:26:00Z
rec-000727,student-027,Student 27,2024-CS-027,2026-04-13,present,83.25,Class C,Chemistry,manual,,10,0,2026-04-13T09:13:00Z
rec-000728,student-028,Student 28,2024-CS-028,2026-04-13,present,96.08,Class B,English,manual,,11,0,2026-04-13T09:28:00Z
rec-000729,student-029,Student 29,2024-CS-029,2026-04-13,absent,33.98,Class B,Chemistry,manual,,0,0,2026-04-13T09:01:00Z
rec-000730,student-030,Student 30,2024-CS-030,2026-04-13,present,92.0,Class B,Mathematics,yolo-arcface,cam-lab-01,3,111.2,2026-04-13T09:52:00Z
rec-000731,student-031,Student 31,2024-CS-031,2026-04-13,present,96.04,Class C,Chemistry,manual,,19,0,2026-04-13T09:59:00Z
rec-000732,student-032,Student 32,2024-CS-032,2026-04-13,present,97.53,Class B,Computer Science,face-api,cam-lab-01,7,144.8,2026-04-13T09:15:00Z
rec-000733,student-033,Student 33,2024-CS-033,2026-04-13,present,92.99,Class A,Mathematics,yolo-arcface,cam-lab-01,21,103.7,2026-04-13T09:20:00Z
rec-000734,student-034,Student 34,2024-CS-034,2026-04-13,present,97.22,Class C,Mathematics,manual,,25,0,2026-04-13T09:38:00Z
rec-000735,student-035,Student 35,2024-CS-035,2026-04-13,present,100,Class B,Computer Science,face-api,cam-classroom-02,21,68.8,2026-04-13T09:26:00Z
rec-000736,student-036,Student 36,2024-CS-036,2026-04-13,absent,47.69,Class A,Physics,manual,,0,0,2026-04-13T09:47:00Z
rec-000737,student-037,Student 37,2024-CS-037,2026-04-13,present,91.27,Class A,Computer Science,manual,,15,0,2026-04-13T09:33:00Z
rec-000738,student-038,Student 38,2024-CS-038,2026-04-13,present,91.45,Class A,Computer Science,manual,,21,0,2026-04-13T09:32:00Z
rec-000739,student-039,Student 39,2024-CS-039,2026-04-13,present,97.13,Class C,Chemistry,yolo-arcface,cam-lab-01,17,169.1,2026-04-13T09:05:00Z
rec-000740,student-040,Student 40,2024-CS-040,2026-04-13,present,90.51,Class A,English,face-api,cam-lab-01,13,158.8,2026-04-13T09:47:00Z
rec-000741,student-041,Student 41,2024-CS-041,2026-04-13,present,89.96,Class C,Physics,manual,,16,0,2026-04-13T09:48:00Z
rec-000742,student-042,Student 42,2024-CS-042,2026-04-13,present,93.5,Class B,English,manual,,9,0,2026-04-13T09:41:00Z
rec-000743,student-043,Student 43,2024-CS-043,2026-04-13,present,73.0,Class A,Mathematics,manual,,10,0,2026-04-13T09:17:00Z
rec-000744,student-044,Student 44,2024-CS-044,2026-04-13,present,84.31,Class C,English,yolo-arcface,cam-classroom-02,24,135.4,2026-04-13T09:23:00Z
rec-000745,student-045,Student 45,2024-CS-045,2026-04-13,present,90.81,Class B,Physics,yolo-arcface,cam-classroom-02,14,112.6,2026-04-13T09:39:00Z
rec-000746,student-046,Student 46,2024-CS-046,2026-04-13,late,87.01,Class A,Physics,yolo-arcface,cam-lab-01,22,127.4,2026-04-13T09:23:00Z
rec-000747,student-047,Student 47,2024-CS-047,2026-04-13,present,93.44,Class A,Mathematics,manual,,5,0,2026-04-13T09:15:00Z
rec-000748,student-048,Student 48,2024-CS-048,2026-04-13,absent,57.08,Class B,Mathematics,manual,,0,0,2026-04-13T09:21:00Z
rec-000749,student-049,Student 49,2024-CS-049,2026-04-13,present,86.63,Class A,Chemistry,face-api,cam-classroom-01,12,111.8,2026-04-13T09:13:00Z
rec-000750,student-050,Student 50,2024-CS-050,2026-04-13,present,92.4,Class A,Mathematics,yolo-arcface,cam-classroom-02,20,55.6,2026-04-13T09:37:00Z
rec-000751,student-001,Student 1,2024-CS-001,2026-04-14,late,89.38,Class B,Physics,manual,,4,0,2026-04-14T09:03:00Z
rec-000752,student-002,Student 2,2024-CS-002,2026-04-14,present,94.03,Class C,Mathematics,face-api,cam-classroom-01,17,66.2,2026-04-14T09:24:00Z
rec-000753,student-003,Student 3,2024-CS-003,2026-04-14,present,85.11,Class A,Computer Science,yolo-arcface,cam-lab-01,6,44.5,2026-04-14T09:24:00Z
rec-000754,student-004,Student 4,2024-CS-004,2026-04-14,present,79.96,Class B,Chemistry,face-api,cam-lab-01,13,194.7,2026-04-14T09:05:00Z
rec-000755,student-005,Student 5,2024-CS-005,2026-04-14,present,85.36,Class A,Physics,manual,,3,0,2026-04-14T09:59:00Z
rec-000756,student-006,Student 6,2024-CS-006,2026-04-14,present,91.97,Class B,Computer Science,yolo-arcface,cam-classroom-02,18,101.7,2026-04-14T09:40:00Z
rec-000757,student-007,Student 7,2024-CS-007,2026-04-14,present,94.18,Class A,Computer Science,manual,,11,0,2026-04-14T09:56:00Z
rec-000758,student-008,Student 8,2024-CS-008,2026-04-14,present,100,Class A,Physics,manual,,11,0,2026-04-14T09:21:00Z
rec-000759,student-009,Student 9,2024-CS-009,2026-04-14,late,87.99,Class A,English,manual,,7,0,2026-04-14T09:33:00Z
rec-000760,student-010,Student 10,2024-CS-010,2026-04-14,absent,14.01,Class A,English,manual,,0,0,2026-04-14T09:15:00Z
rec-000761,student-011,Student 11,2024-CS-011,2026-04-14,present,86.54,Class C,Physics,yolo-arcface,cam-classroom-01,12,150.2,2026-04-14T09:41:00Z
rec-000762,student-012,Student 12,2024-CS-012,2026-04-14,present,89.12,Class A,Physics,manual,,24,0,2026-04-14T09:19:00Z
rec-000763,student-013,Student 13,2024-CS-013,2026-04-14,present,100,Class C,Chemistry,yolo-arcface,cam-classroom-01,7,67.9,2026-04-14T09:20:00Z
rec-000764,student-014,Student 14,2024-CS-014,2026-04-14,present,82.64,Class A,Mathematics,face-api,cam-classroom-02,13,106.9,2026-04-14T09:56:00Z
rec-000765,student-015,Student 15,2024-CS-015,2026-04-14,absent,42.38,Class C,Computer Science,manual,,0,0,2026-04-14T09:09:00Z
rec-000766,student-016,Student 16,2024-CS-016,2026-04-14,present,90.77,Class C,Chemistry,face-api,cam-classroom-02,7,147.0,2026-04-14T09:38:00Z
rec-000767,student-017,Student 17,2024-CS-017,2026-04-14,present,100,Class B,Mathematics,face-api,cam-lab-01,22,126.8,2026-04-14T09:49:00Z
rec-000768,student-018,Student 18,2024-CS-018,2026-04-14,present,100,Class B,Computer Science,manual,,22,0,2026-04-14T09:11:00Z
rec-000769,student-019,Student 19,2024-CS-019,2026-04-14,late,83.65,Class A,English,face-api,cam-classroom-01,10,121.2,2026-04-14T09:59:00Z
rec-000770,student-020,Student 20,2024-CS-020,2026-04-14,present,83.56,Class A,Physics,face-api,cam-classroom-02,9,154.2,2026-04-14T09:55:00Z
rec-000771,student-021,Student 21,2024-CS-021,2026-04-14,present,87.42,Class B,Mathematics,face-api,cam-lab-01,16,45.7,2026-04-14T09:47:00Z
rec-000772,student-022,Student 22,2024-CS-022,2026-04-14,late,86.51,Class C,Chemistry,manual,,21,0,2026-04-14T09:33:00Z
rec-000773,student-023,Student 23,2024-CS-023,2026-04-14,present,86.1,Class C,Mathematics,manual,,4,0,2026-04-14T09:28:00Z
rec-000774,student-024,Student 24,2024-CS-024,2026-04-14,present,100,Class C,English,face-api,cam-lab-01,19,63.0,2026-04-14T09:02:00Z
rec-000775,student-025,Student 25,2024-CS-025,2026-04-14,present,83.58,Class B,English,face-api,cam-classroom-02,9,114.3,2026-04-14T09:56:00Z
rec-000776,student-026,Student 26,2024-CS-026,2026-04-14,present,95.13,Class C,Mathematics,yolo-arcface,cam-lab-01,12,80.7,2026-04-14T09:33:00Z
rec-000777,student-027,Student 27,2024-CS-027,2026-04-14,late,76.77,Class A,Physics,face-api,cam-lab-01,19,133.1,2026-04-14T09:57:00Z
rec-000778,student-028,Student 28,2024-CS-028,2026-04-14,present,96.09,Class A,English,yolo-arcface,cam-lab-01,3,151.1,2026-04-14T09:57:00Z
rec-000779,student-029,Student 29,2024-CS-029,2026-04-14,present,93.97,Class C,Physics,yolo-arcface,cam-lab-01,13,162.1,2026-04-14T09:46:00Z
rec-000780,student-030,Student 30,2024-CS-030,2026-04-14,present,96.94,Class C,English,yolo-arcface,cam-lab-01,5,148.7,2026-04-14T09:50:00Z
rec-000781,student-031,Student 31,2024-CS-031,2026-04-14,absent,23.25,Class C,English,manual,,0,0,2026-04-14T09:02:00Z
rec-000782,student-032,Student 32,2024-CS-032,2026-04-14,present,89.71,Class A,Physics,yolo-arcface,cam-classroom-01,21,175.0,2026-04-14T09:49:00Z
rec-000783,student-033,Student 33,2024-CS-033,2026-04-14,present,83.35,Class B,Computer Science,yolo-arcface,cam-lab-01,12,95.0,2026-04-14T09:11:00Z
rec-000784,student-034,Student 34,2024-CS-034,2026-04-14,present,100,Class A,English,face-api,cam-classroom-02,9,188.1,2026-04-14T09:54:00Z
rec-000785,student-035,Student 35,2024-CS-035,2026-04-14,present,92.23,Class C,English,face-api,cam-classroom-02,22,141.8,2026-04-14T09:26:00Z
rec-000786,student-036,Student 36,2024-CS-036,2026-04-14,present,89.03,Class A,Physics,manual,,22,0,2026-04-14T09:56:00Z
rec-000787,student-037,Student 37,2024-CS-037,2026-04-14,present,86.41,Class A,Physics,face-api,cam-classroom-01,4,85.1,2026-04-14T09:41:00Z
rec-000788,student-038,Student 38,2024-CS-038,2026-04-14,present,92.94,Class B,Computer Science,manual,,22,0,2026-04-14T09:58:00Z
rec-000789,student-039,Student 39,2024-CS-039,2026-04-14,present,93.22,Class B,Chemistry,face-api,cam-lab-01,16,143.7,2026-04-14T09:44:00Z
rec-000790,student-040,Student 40,2024-CS-040,2026-04-14,present,91.86,Class A,English,manual,,20,0,2026-04-14T09:47:00Z
rec-000791,student-041,Student 41,2024-CS-041,2026-04-14,present,94.41,Class B,English,yolo-arcface,cam-classroom-01,13,112.6,2026-04-14T09:48:00Z
rec-000792,student-042,Student 42,2024-CS-042,2026-04-14,present,87.25,Class C,Computer Science,face-api,cam-classroom-02,6,109.6,2026-04-14T09:33:00Z
rec-000793,student-043,Student 43,2024-CS-043,2026-04-14,present,93.03,Class C,Chemistry,face-api,cam-classroom-01,6,146.5,2026-04-14T09:30:00Z
rec-000794,student-044,Student 44,2024-CS-044,2026-04-14,present,83.64,Class B,Chemistry,manual,,12,0,2026-04-14T09:54:00Z
rec-000795,student-045,Student 45,2024-CS-045,2026-04-14,present,85.53,Class C,Computer Science,manual,,21,0,2026-04-14T09:59:00Z
rec-000796,student-046,Student 46,2024-CS-046,2026-04-14,present,85.29,Class B,Physics,manual,,18,0,2026-04-14T09:56:00Z
rec-000797,student-047,Student 47,2024-CS-047,2026-04-14,present,89.21,Class A,Mathematics,manual,,12,0,2026-04-14T09:07:00Z
rec-000798,student-048,Student 48,2024-CS-048,2026-04-14,present,89.88,Class B,English,face-api,cam-classroom-01,22,105.8,2026-04-14T09:21:00Z
rec-000799,student-049,Student 49,2024-CS-049,2026-04-14,present,93.43,Class C,Computer Science,manual,,9,0,2026-04-14T09:16:00Z
rec-000800,student-050,Student 50,2024-CS-050,2026-04-14,present,88.11,Class A,Mathematics,yolo-arcface,cam-lab-01,12,84.6,2026-04-14T09:21:00Z
rec-000801,student-001,Student 1,2024-CS-001,2026-04-15,present,91.78,Class C,Mathematics,manual,,21,0,2026-04-15T09:53:00Z
rec-000802,student-002,Student 2,2024-CS-002,2026-04-15,present,89.36,Class B,Mathematics,manual,,18,0,2026-04-15T09:41:00Z
rec-000803,student-003,Student 3,2024-CS-003,2026-04-15,present,96.77,Class B,English,face-api,cam-classroom-02,23,42.4,2026-04-15T09:59:00Z
rec-000804,student-004,Student 4,2024-CS-004,2026-04-15,present,94.94,Class C,Computer Science,manual,,12,0,2026-04-15T09:35:00Z
rec-000805,student-005,Student 5,2024-CS-005,2026-04-15,present,94.37,Class A,Computer Science,yolo-arcface,cam-classroom-01,5,178.8,2026-04-15T09:21:00Z
rec-000806,student-006,Student 6,2024-CS-006,2026-04-15,absent,9.8,Class C,Chemistry,manual,,0,0,2026-04-15T09:24:00Z
rec-000807,student-007,Student 7,2024-CS-007,2026-04-15,present,83.77,Class A,Computer Science,face-api,cam-classroom-02,12,110.4,2026-04-15T09:05:00Z
rec-000808,student-008,Student 8,2024-CS-008,2026-04-15,present,86.99,Class A,Chemistry,face-api,cam-classroom-02,14,26.3,2026-04-15T09:11:00Z
rec-000809,student-009,Student 9,2024-CS-009,2026-04-15,present,96.38,Class A,English,face-api,cam-lab-01,9,157.1,2026-04-15T09:09:00Z
rec-000810,student-010,Student 10,2024-CS-010,2026-04-15,present,88.63,Class A,Chemistry,yolo-arcface,cam-lab-01,19,106.8,2026-04-15T09:08:00Z
rec-000811,student-011,Student 11,2024-CS-011,2026-04-15,present,96.96,Class A,Mathematics,face-api,cam-classroom-02,17,59.1,2026-04-15T09:59:00Z
rec-000812,student-012,Student 12,2024-CS-012,2026-04-15,present,99.79,Class B,English,manual,,5,0,2026-04-15T09:56:00Z
rec-000813,student-013,Student 13,2024-CS-013,2026-04-15,present,83.27,Class C,Computer Science,yolo-arcface,cam-lab-01,3,112.4,2026-04-15T09:57:00Z
rec-000814,student-014,Student 14,2024-CS-014,2026-04-15,present,93.51,Class B,Mathematics,manual,,13,0,2026-04-15T09:17:00Z
rec-000815,student-015,Student 15,2024-CS-015,2026-04-15,present,96.69,Class C,Mathematics,yolo-arcface,cam-classroom-01,6,175.6,2026-04-15T09:34:00Z
rec-000816,student-016,Student 16,2024-CS-016,2026-04-15,present,92.8,Class B,Chemistry,yolo-arcface,cam-classroom-01,11,159.3,2026-04-15T09:10:00Z
rec-000817,student-017,Student 17,2024-CS-017,2026-04-15,present,99.28,Class C,English,manual,,13,0,2026-04-15T09:03:00Z
rec-000818,student-018,Student 18,2024-CS-018,2026-04-15,present,83.15,Class A,Mathematics,face-api,cam-classroom-02,15,131.0,2026-04-15T09:25:00Z
rec-000819,student-019,Student 19,2024-CS-019,2026-04-15,present,85.38,Class B,Chemistry,manual,,25,0,2026-04-15T09:22:00Z
rec-000820,student-020,Student 20,2024-CS-020,2026-04-15,present,87.43,Class A,English,face-api,cam-lab-01,25,123.8,2026-04-15T09:08:00Z
rec-000821,student-021,Student 21,2024-CS-021,2026-04-15,present,81.09,Class A,English,manual,,17,0,2026-04-15T09:19:00Z
rec-000822,student-022,Student 22,2024-CS-022,2026-04-15,present,90.34,Class A,Chemistry,face-api,cam-classroom-02,10,76.6,2026-04-15T09:58:00Z
rec-000823,student-023,Student 23,2024-CS-023,2026-04-15,present,97.45,Class B,English,yolo-arcface,cam-classroom-01,13,201.6,2026-04-15T09:04:00Z
rec-000824,student-024,Student 24,2024-CS-024,2026-04-15,present,88.03,Class B,Chemistry,face-api,cam-lab-01,12,155.8,2026-04-15T09:08:00Z
rec-000825,student-025,Student 25,2024-CS-025,2026-04-15,present,84.12,Class C,Mathematics,face-api,cam-classroom-02,13,155.4,2026-04-15T09:34:00Z
rec-000826,student-026,Student 26,2024-CS-026,2026-04-15,present,88.27,Class A,English,face-api,cam-classroom-02,20,104.1,2026-04-15T09:04:00Z
rec-000827,student-027,Student 27,2024-CS-027,2026-04-15,present,95.14,Class B,Chemistry,yolo-arcface,cam-lab-01,21,70.8,2026-04-15T09:15:00Z
rec-000828,student-028,Student 28,2024-CS-028,2026-04-15,present,87.24,Class B,Mathematics,manual,,21,0,2026-04-15T09:37:00Z
rec-000829,student-029,Student 29,2024-CS-029,2026-04-15,present,83.39,Class B,English,yolo-arcface,cam-classroom-01,20,155.5,2026-04-15T09:38:00Z
rec-000830,student-030,Student 30,2024-CS-030,2026-04-15,present,95.75,Class B,English,manual,,15,0,2026-04-15T09:41:00Z
rec-000831,student-031,Student 31,2024-CS-031,2026-04-15,present,100,Class A,Physics,manual,,23,0,2026-04-15T09:42:00Z
rec-000832,student-032,Student 32,2024-CS-032,2026-04-15,present,97.96,Class B,Chemistry,manual,,12,0,2026-04-15T09:36:00Z
rec-000833,student-033,Student 33,2024-CS-033,2026-04-15,present,95.38,Class C,Computer Science,yolo-arcface,cam-classroom-02,21,198.8,2026-04-15T09:45:00Z
rec-000834,student-034,Student 34,2024-CS-034,2026-04-15,absent,26.38,Class A,Chemistry,manual,,0,0,2026-04-15T09:32:00Z
rec-000835,student-035,Student 35,2024-CS-035,2026-04-15,present,94.15,Class A,Mathematics,face-api,cam-lab-01,12,199.5,2026-04-15T09:35:00Z
rec-000836,student-036,Student 36,2024-CS-036,2026-04-15,late,94.58,Class A,English,yolo-arcface,cam-lab-01,6,171.6,2026-04-15T09:37:00Z
rec-000837,student-037,Student 37,2024-CS-037,2026-04-15,present,82.8,Class C,Physics,yolo-arcface,cam-lab-01,25,90.9,2026-04-15T09:11:00Z
rec-000838,student-038,Student 38,2024-CS-038,2026-04-15,present,95.95,Class B,Physics,face-api,cam-classroom-02,20,52.0,2026-04-15T09:55:00Z
rec-000839,student-039,Student 39,2024-CS-039,2026-04-15,present,100,Class C,English,face-api,cam-lab-01,3,126.4,2026-04-15T09:27:00Z
rec-000840,student-040,Student 40,2024-CS-040,2026-04-15,absent,31.16,Class A,Mathematics,manual,,0,0,2026-04-15T09:08:00Z
rec-000841,student-041,Student 41,2024-CS-041,2026-04-15,present,86.28,Class B,Chemistry,manual,,22,0,2026-04-15T09:11:00Z
rec-000842,student-042,Student 42,2024-CS-042,2026-04-15,present,95.34,Class A,Physics,yolo-arcface,cam-classroom-02,20,136.8,2026-04-15T09:38:00Z
rec-000843,student-043,Student 43,2024-CS-043,2026-04-15,present,86.65,Class C,Chemistry,yolo-arcface,cam-classroom-02,10,112.5,2026-04-15T09:02:00Z
rec-000844,student-044,Student 44,2024-CS-044,2026-04-15,absent,18.45,Class C,English,manual,,0,0,2026-04-15T09:45:00Z
rec-000845,student-045,Student 45,2024-CS-045,2026-04-15,present,78.58,Class C,Chemistry,face-api,cam-classroom-02,7,70.6,2026-04-15T09:29:00Z
rec-000846,student-046,Student 46,2024-CS-046,2026-04-15,present,83.85,Class C,Mathematics,face-api,cam-lab-01,18,112.0,2026-04-15T09:40:00Z
rec-000847,student-047,Student 47,2024-CS-047,2026-04-15,present,84.75,Class A,English,yolo-arcface,cam-classroom-02,20,93.6,2026-04-15T09:32:00Z
rec-000848,student-048,Student 48,2024-CS-048,2026-04-15,late,81.58,Class B,Physics,yolo-arcface,cam-classroom-01,12,103.9,2026-04-15T09:44:00Z
rec-000849,student-049,Student 49,2024-CS-049,2026-04-15,absent,29.91,Class C,Computer Science,manual,,0,0,2026-04-15T09:03:00Z
rec-000850,student-050,Student 50,2024-CS-050,2026-04-15,present,82.33,Class C,Mathematics,manual,,8,0,2026-04-15T09:42:00Z
rec-000851,student-001,Student 1,2024-CS-001,2026-04-16,absent,37.59,Class B,English,manual,,0,0,2026-04-16T09:05:00Z
rec-000852,student-002,Student 2,2024-CS-002,2026-04-16,present,84.17,Class B,Computer Science,face-api,cam-classroom-01,11,119.3,2026-04-16T09:47:00Z
rec-000853,student-003,Student 3,2024-CS-003,2026-04-16,present,100,Class B,Physics,face-api,cam-classroom-02,21,115.9,2026-04-16T09:50:00Z
rec-000854,student-004,Student 4,2024-CS-004,2026-04-16,present,83.22,Class B,Mathematics,yolo-arcface,cam-classroom-01,8,144.3,2026-04-16T09:38:00Z
rec-000855,student-005,Student 5,2024-CS-005,2026-04-16,absent,1.57,Class A,English,manual,,0,0,2026-04-16T09:48:00Z
rec-000856,student-006,Student 6,2024-CS-006,2026-04-16,absent,31.41,Class B,Physics,manual,,0,0,2026-04-16T09:13:00Z
rec-000857,student-007,Student 7,2024-CS-007,2026-04-16,present,87.61,Class A,Mathematics,yolo-arcface,cam-classroom-01,4,77.9,2026-04-16T09:29:00Z
rec-000858,student-008,Student 8,2024-CS-008,2026-04-16,present,84.15,Class C,Physics,yolo-arcface,cam-classroom-02,18,118.4,2026-04-16T09:43:00Z
rec-000859,student-009,Student 9,2024-CS-009,2026-04-16,present,81.98,Class A,Computer Science,yolo-arcface,cam-classroom-02,11,169.5,2026-04-16T09:24:00Z
rec-000860,student-010,Student 10,2024-CS-010,2026-04-16,present,100,Class A,Mathematics,manual,,24,0,2026-04-16T09:58:00Z
rec-000861,student-011,Student 11,2024-CS-011,2026-04-16,present,84.98,Class B,Computer Science,manual,,23,0,2026-04-16T09:17:00Z
rec-000862,student-012,Student 12,2024-CS-012,2026-04-16,present,100,Class C,Physics,face-api,cam-lab-01,11,97.5,2026-04-16T09:43:00Z
rec-000863,student-013,Student 13,2024-CS-013,2026-04-16,present,87.07,Class A,Computer Science,face-api,cam-lab-01,19,88.0,2026-04-16T09:00:00Z
rec-000864,student-014,Student 14,2024-CS-014,2026-04-16,present,99.84,Class C,English,face-api,cam-classroom-02,3,78.6,2026-04-16T09:14:00Z
rec-000865,student-015,Student 15,2024-CS-015,2026-04-16,present,95.88,Class A,Chemistry,yolo-arcface,cam-lab-01,9,174.3,2026-04-16T09:57:00Z
rec-000866,student-016,Student 16,2024-CS-016,2026-04-16,late,90.36,Class A,Mathematics,manual,,23,0,2026-04-16T09:05:00Z
rec-000867,student-017,Student 17,2024-CS-017,2026-04-16,late,96.01,Class A,Mathematics,manual,,21,0,2026-04-16T09:44:00Z
rec-000868,student-018,Student 18,2024-CS-018,2026-04-16,present,98.39,Class B,Computer Science,yolo-arcface,cam-classroom-02,17,111.5,2026-04-16T09:44:00Z
rec-000869,student-019,Student 19,2024-CS-019,2026-04-16,late,85.31,Class A,English,yolo-arcface,cam-classroom-02,11,128.2,2026-04-16T09:21:00Z
rec-000870,student-020,Student 20,2024-CS-020,2026-04-16,absent,35.0,Class B,Computer Science,manual,,0,0,2026-04-16T09:11:00Z
rec-000871,student-021,Student 21,2024-CS-021,2026-04-16,present,78.23,Class A,English,manual,,15,0,2026-04-16T09:06:00Z
rec-000872,student-022,Student 22,2024-CS-022,2026-04-16,present,92.72,Class B,Computer Science,yolo-arcface,cam-classroom-01,9,105.7,2026-04-16T09:02:00Z
rec-000873,student-023,Student 23,2024-CS-023,2026-04-16,present,90.13,Class B,Mathematics,manual,,11,0,2026-04-16T09:57:00Z
rec-000874,student-024,Student 24,2024-CS-024,2026-04-16,present,91.86,Class B,Computer Science,face-api,cam-classroom-01,24,118.6,2026-04-16T09:44:00Z
rec-000875,student-025,Student 25,2024-CS-025,2026-04-16,present,91.6,Class B,English,manual,,18,0,2026-04-16T09:25:00Z
rec-000876,student-026,Student 26,2024-CS-026,2026-04-16,late,88.43,Class C,English,face-api,cam-classroom-01,20,126.0,2026-04-16T09:36:00Z
rec-000877,student-027,Student 27,2024-CS-027,2026-04-16,present,97.84,Class C,Mathematics,yolo-arcface,cam-classroom-02,13,103.2,2026-04-16T09:34:00Z
rec-000878,student-028,Student 28,2024-CS-028,2026-04-16,late,80.64,Class B,Physics,yolo-arcface,cam-classroom-01,5,156.7,2026-04-16T09:35:00Z
rec-000879,student-029,Student 29,2024-CS-029,2026-04-16,present,83.48,Class A,Computer Science,yolo-arcface,cam-classroom-02,24,142.4,2026-04-16T09:05:00Z
rec-000880,student-030,Student 30,2024-CS-030,2026-04-16,late,99.51,Class C,Chemistry,yolo-arcface,cam-classroom-01,9,136.7,2026-04-16T09:31:00Z
rec-000881,student-031,Student 31,2024-CS-031,2026-04-16,present,95.03,Class B,English,manual,,23,0,2026-04-16T09:34:00Z
rec-000882,student-032,Student 32,2024-CS-032,2026-04-16,absent,44.8,Class A,Mathematics,manual,,0,0,2026-04-16T09:21:00Z
rec-000883,student-033,Student 33,2024-CS-033,2026-04-16,present,77.52,Class B,Mathematics,manual,,4,0,2026-04-16T09:13:00Z
rec-000884,student-034,Student 34,2024-CS-034,2026-04-16,present,88.7,Class A,Chemistry,manual,,20,0,2026-04-16T09:14:00Z
rec-000885,student-035,Student 35,2024-CS-035,2026-04-16,absent,15.58,Class A,Physics,manual,,0,0,2026-04-16T09:31:00Z
rec-000886,student-036,Student 36,2024-CS-036,2026-04-16,present,78.8,Class C,Physics,face-api,cam-classroom-01,10,136.1,2026-04-16T09:11:00Z
rec-000887,student-037,Student 37,2024-CS-037,2026-04-16,present,100,Class C,Physics,face-api,cam-lab-01,17,78.2,2026-04-16T09:04:00Z
rec-000888,student-038,Student 38,2024-CS-038,2026-04-16,present,97.52,Class A,Physics,manual,,10,0,2026-04-16T09:27:00Z
rec-000889,student-039,Student 39,2024-CS-039,2026-04-16,present,96.36,Class B,Computer Science,manual,,24,0,2026-04-16T09:07:00Z
rec-000890,student-040,Student 40,2024-CS-040,2026-04-16,absent,22.76,Class A,Mathematics,manual,,0,0,2026-04-16T09:37:00Z
rec-000891,student-041,Student 41,2024-CS-041,2026-04-16,present,90.5,Class A,Computer Science,face-api,cam-lab-01,6,109.9,2026-04-16T09:10:00Z
rec-000892,student-042,Student 42,2024-CS-042,2026-04-16,present,100,Class A,Mathematics,manual,,4,0,2026-04-16T09:50:00Z
rec-000893,student-043,Student 43,2024-CS-043,2026-04-16,late,77.45,Class A,Mathematics,face-api,cam-classroom-01,18,75.0,2026-04-16T09:11:00Z
rec-000894,student-044,Student 44,2024-CS-044,2026-04-16,absent,24.59,Class B,English,manual,,0,0,2026-04-16T09:44:00Z
rec-000895,student-045,Student 45,2024-CS-045,2026-04-16,present,84.24,Class B,Chemistry,yolo-arcface,cam-classroom-02,25,135.5,2026-04-16T09:26:00Z
rec-000896,student-046,Student 46,2024-CS-046,2026-04-16,present,94.39,Class C,English,face-api,cam-lab-01,22,100.7,2026-04-16T09:05:00Z
rec-000897,student-047,Student 47,2024-CS-047,2026-04-16,present,84.46,Class A,Mathematics,yolo-arcface,cam-lab-01,14,75.4,2026-04-16T09:06:00Z
rec-000898,student-048,Student 48,2024-CS-048,2026-04-16,present,95.74,Class A,English,manual,,19,0,2026-04-16T09:49:00Z
rec-000899,student-049,Student 49,2024-CS-049,2026-04-16,present,92.52,Class C,English,face-api,cam-classroom-02,7,132.8,2026-04-16T09:11:00Z
rec-000900,student-050,Student 50,2024-CS-050,2026-04-16,present,93.77,Class A,English,yolo-arcface,cam-classroom-02,12,113.8,2026-04-16T09:21:00Z
rec-000901,student-001,Student 1,2024-CS-001,2026-04-17,present,97.08,Class C,Physics,face-api,cam-classroom-01,4,92.0,2026-04-17T09:50:00Z
rec-000902,student-002,Student 2,2024-CS-002,2026-04-17,present,89.71,Class C,Chemistry,face-api,cam-classroom-02,17,118.6,2026-04-17T09:26:00Z
rec-000903,student-003,Student 3,2024-CS-003,2026-04-17,present,89.64,Class A,Mathematics,face-api,cam-classroom-01,13,88.2,2026-04-17T09:47:00Z
rec-000904,student-004,Student 4,2024-CS-004,2026-04-17,present,95.91,Class C,English,face-api,cam-classroom-01,18,200.1,2026-04-17T09:56:00Z
rec-000905,student-005,Student 5,2024-CS-005,2026-04-17,present,93.74,Class B,Physics,face-api,cam-classroom-02,15,173.6,2026-04-17T09:46:00Z
rec-000906,student-006,Student 6,2024-CS-006,2026-04-17,present,89.0,Class A,Chemistry,yolo-arcface,cam-classroom-01,7,144.6,2026-04-17T09:17:00Z
rec-000907,student-007,Student 7,2024-CS-007,2026-04-17,present,95.96,Class A,Computer Science,face-api,cam-lab-01,13,84.4,2026-04-17T09:10:00Z
rec-000908,student-008,Student 8,2024-CS-008,2026-04-17,present,86.66,Class C,Physics,face-api,cam-classroom-01,21,78.1,2026-04-17T09:26:00Z
